Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize
Oct,4,Saturday,Chevrolet,Urban,Monday,Oct,4,Male,Single,60,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6234,13,400,4,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,16993.40621
Nov,1,Thursday,Pontiac,Rural,Friday,Nov,1,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6235,15,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,2054.216569
Nov,1,Friday,Accura,Urban,Tuesday,Dec,1,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,6236,14,400,3,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,11572.39342
Mar,5,Wednesday,Pontiac,Urban,Wednesday,Apr,1,Male,Married,79,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,6238,10,400,3,more than 30,more than 30,1,6 years,over 65,No,No,External,3 to 5,4 to 8 years,2 vehicles,1995,All Perils,85807.90551
Apr,4,Monday,Ford,Urban,Monday,Apr,4,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,0,6240,3,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,10466.62203
Apr,4,Wednesday,Chevrolet,Urban,Wednesday,May,3,Male,Married,59,Third Party,Sedan - All Perils,Sedan,60000 to 69000,0,6241,2,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,61043.34801
Apr,4,Monday,Honda,Urban,Monday,May,1,Male,Single,34,Policy Holder,Sedan - Liability,Sport,more than 69000,0,6242,4,400,4,more than 30,more than 30,more than 4,new,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,78329.30949
May,3,Saturday,Toyota,Rural,Wednesday,May,3,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,6243,7,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,9177.423639
Sep,2,Friday,Mazda,Urban,Monday,Sep,4,Male,Married,31,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,6245,14,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,3137.385104
Jun,3,Monday,Pontiac,Urban,Tuesday,Jun,5,Male,Married,32,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6248,1,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,18364.93779
Sep,2,Saturday,Pontiac,Urban,Friday,Sep,3,Male,Married,49,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6250,7,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability,75452.09513
Oct,4,Friday,Chevrolet,Urban,Tuesday,Oct,4,Male,Married,37,Policy Holder,Utility - All Perils,Utility,more than 69000,0,6252,15,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,90499.99411
Nov,4,Friday,Mazda,Urban,Friday,Nov,4,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6255,4,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,7210.600585
Nov,4,Friday,Mazda,Urban,Thursday,Dec,1,Male,Single,30,Third Party,Sport - Collision,Sport,more than 69000,0,6256,3,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,99812.63479
Apr,3,Friday,Accura,Urban,Tuesday,Apr,3,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6257,5,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,7523.308869
Jun,1,Monday,Honda,Urban,Monday,Jun,1,Female,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6258,6,400,4,more than 30,more than 30,more than 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,22867.05289
May,5,Monday,Honda,Urban,Friday,Jun,1,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6259,9,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1995,Collision,6064.420151
Sep,2,Friday,Honda,Urban,Wednesday,Sep,3,Male,Single,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6260,4,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,3909.120915
Nov,2,Monday,Pontiac,Urban,Friday,Nov,3,Male,Married,28,Third Party,Sedan - All Perils,Sedan,less than 20000,0,6261,9,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,9413.254423
Jan,3,Tuesday,Chevrolet,Urban,Tuesday,Jan,3,Male,Married,28,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6262,13,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,22866.66692
May,1,Wednesday,Toyota,Urban,Friday,May,3,Female,Single,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6263,9,700,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,9212.171669
Jun,1,Saturday,Mercury,Urban,Monday,Jun,2,Male,Single,18,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6264,11,400,1,more than 30,more than 30,none,2 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1995,Collision,1211.623673
Jul,3,Tuesday,Pontiac,Urban,Tuesday,Jul,3,Male,Married,54,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,6265,7,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,6152.219425
Aug,1,Monday,Toyota,Urban,Monday,Aug,1,Female,Married,35,Third Party,Sedan - All Perils,Sedan,less than 20000,0,6266,7,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,7691.115959
Jul,4,Tuesday,Honda,Urban,Wednesday,Jul,4,Male,Married,63,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6267,3,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability,56479.09066
Nov,2,Wednesday,Mazda,Urban,Friday,Dec,2,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6268,2,400,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision,8887.920767
Nov,3,Saturday,Pontiac,Urban,Thursday,Dec,1,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6271,15,400,4,more than 30,more than 30,none,7 years,41 to 50,Yes,Yes,External,more than 5,no change,1 vehicle,1995,All Perils,5092.425841
Nov,3,Friday,Honda,Urban,Tuesday,Nov,4,Male,Married,28,Third Party,Sedan - All Perils,Sedan,less than 20000,0,6272,6,400,3,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,4607.064283
Dec,2,Monday,Pontiac,Urban,Tuesday,Dec,2,Male,Married,63,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,6273,3,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,3597.695224
May,3,Thursday,Honda,Urban,Thursday,Jun,1,Male,Single,29,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6274,13,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,2 to 3 years,3 to 4,1995,Liability,16588.16731
Sep,2,Saturday,BMW,Urban,Tuesday,Oct,1,Male,Married,65,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6275,4,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,4069.244427
Aug,5,Monday,Mazda,Urban,Wednesday,Aug,5,Male,Married,59,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6276,1,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,10132.29152
Aug,4,Sunday,Honda,Urban,Monday,Sep,3,Male,Married,46,Third Party,Sedan - Liability,Sport,more than 69000,0,6277,7,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,79523.40537
Aug,5,Monday,Mercury,Rural,Monday,Aug,5,Male,Married,56,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6278,9,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision,8399.877627
Sep,3,Sunday,Pontiac,Urban,Monday,Sep,3,Male,Married,39,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6280,14,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,1 year,2 vehicles,1995,Liability,69388.7288
Oct,3,Tuesday,Honda,Urban,Wednesday,Oct,3,Male,Married,46,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6282,2,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,52863.17664
Oct,1,Wednesday,Pontiac,Urban,Thursday,Oct,1,Male,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6283,16,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,14028.84085
Sep,1,Saturday,Mercury,Urban,Thursday,Sep,2,Male,Single,22,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6285,1,400,3,more than 30,more than 30,none,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,2781.096628
Aug,4,Friday,Honda,Urban,Tuesday,Aug,5,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6286,1,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,3200.671875
Aug,3,Sunday,Accura,Urban,Monday,Aug,5,Male,Married,56,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,6287,14,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,1941.51968
Aug,4,Tuesday,Chevrolet,Urban,Tuesday,Aug,5,Male,Married,62,Third Party,Sedan - Liability,Sport,more than 69000,0,6288,14,400,3,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,53995.82901
Jul,4,Thursday,Pontiac,Urban,Thursday,Jul,4,Male,Married,39,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,6290,1,400,4,more than 30,more than 30,1,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision,41707.77519
Apr,3,Sunday,Toyota,Urban,Monday,Apr,3,Female,Single,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6293,2,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,2279.654702
Dec,2,Saturday,Pontiac,Urban,Tuesday,Dec,2,Male,Married,54,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6295,8,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,1276.628244
Nov,2,Saturday,Pontiac,Urban,Tuesday,Nov,3,Male,Single,21,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6298,6,400,2,more than 30,more than 30,2 to 4,4 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,Liability,1574.142412
Nov,2,Friday,Chevrolet,Urban,Friday,Nov,2,Male,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6299,14,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,9484.580372
Oct,5,Sunday,Mazda,Urban,Tuesday,Nov,1,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6300,1,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,62777.05884
Sep,1,Monday,Pontiac,Rural,Wednesday,Sep,2,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6302,4,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,3157.613218
Aug,4,Sunday,Chevrolet,Urban,Monday,Aug,4,Male,Married,70,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6303,9,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,1995,Liability,10482.35783
Sep,2,Sunday,Pontiac,Urban,Monday,Sep,2,Male,Single,21,Third Party,Sedan - Collision,Sedan,more than 69000,0,6306,13,400,1,more than 30,more than 30,none,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,50265.56826
Jul,3,Monday,Saab,Urban,Thursday,Jul,4,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6307,12,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision,5333.907501
Jul,3,Saturday,Mazda,Urban,Monday,Aug,1,Male,Married,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6308,9,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability,34842.78349
Jul,1,Tuesday,Pontiac,Urban,Wednesday,Jul,2,Male,Married,38,Third Party,Sedan - All Perils,Sedan,more than 69000,0,6310,5,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils,55178.634
May,3,Wednesday,Toyota,Urban,Wednesday,May,3,Male,Married,29,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,6312,12,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,53715.13864
Mar,1,Saturday,Saab,Urban,Wednesday,Mar,2,Male,Married,64,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,6313,15,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils,34263.60854
Feb,3,Monday,Honda,Urban,Tuesday,Feb,3,Female,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6314,14,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,45954.14178
Jan,2,Tuesday,Pontiac,Urban,Tuesday,Jan,2,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6316,6,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,6899.087178
Feb,2,Wednesday,Ford,Urban,Friday,Feb,2,Male,Married,54,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6318,7,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,11261.65277
Nov,1,Sunday,Toyota,Urban,Monday,Nov,1,Female,Married,21,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6320,3,400,3,more than 30,more than 30,none,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,2215.311287
Jul,3,Tuesday,Pontiac,Urban,Monday,Sep,1,Male,Married,45,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6321,12,400,3,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability,27420.84535
Apr,4,Monday,Mazda,Rural,Wednesday,Jun,2,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,6323,9,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils,81995.28999
Apr,4,Saturday,Mazda,Urban,Tuesday,Apr,4,Female,Single,25,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6324,2,400,4,more than 30,more than 30,more than 4,5 years,26 to 30,Yes,No,External,none,no change,1 vehicle,1995,Collision,30555.77614
Apr,4,Friday,Mazda,Urban,Tuesday,May,4,Female,Single,27,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,6325,11,700,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,2 to 3 years,1 vehicle,1995,All Perils,5377.557038
Dec,4,Monday,Pontiac,Urban,Wednesday,Dec,5,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6326,8,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,2419.626312
Dec,1,Monday,Pontiac,Urban,Wednesday,Dec,4,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6327,5,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,8531.179538
Dec,1,Sunday,Chevrolet,Urban,Friday,Dec,2,Male,Married,42,Third Party,Sedan - Liability,Sport,30000 to 39000,0,6328,11,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,63660.50016
Oct,4,Monday,Honda,Urban,Tuesday,Oct,4,Male,Single,38,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,6330,8,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,5361.333788
Jul,5,Friday,Pontiac,Rural,Tuesday,Aug,1,Male,Married,57,Policy Holder,Utility - All Perils,Utility,40000 to 59000,0,6333,15,400,4,more than 30,more than 30,2 to 4,6 years,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,19215.32581
Jul,2,Friday,Pontiac,Urban,Friday,Jul,3,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6334,12,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,71319.03848
Jul,1,Friday,Honda,Urban,Wednesday,Jul,1,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6335,4,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,42930.40291
May,5,Monday,Mazda,Urban,Tuesday,May,5,Male,Married,61,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6336,3,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability,3676.920426
Apr,3,Friday,Chevrolet,Urban,Monday,Apr,3,Male,Married,52,Policy Holder,Utility - All Perils,Utility,more than 69000,0,6337,9,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils,70881.0585
Apr,2,Sunday,Toyota,Urban,Monday,Apr,3,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6338,12,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,9435.802737
Mar,2,Friday,Chevrolet,Urban,Monday,Mar,3,Female,Married,55,Third Party,Sedan - All Perils,Sedan,more than 69000,0,6339,4,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils,80258.15858
Jan,3,Thursday,Mazda,Urban,Monday,Feb,4,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6340,15,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,8052.112456
Dec,4,Friday,Pontiac,Urban,Monday,Dec,4,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6341,8,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,1488.314938
Oct,2,Thursday,Honda,Urban,Friday,Oct,3,Male,Single,35,Policy Holder,Sedan - Liability,Sport,more than 69000,0,6342,6,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,57741.21514
Mar,2,Thursday,Ford,Urban,Wednesday,Mar,3,Male,Single,46,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,6345,1,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision,35913.75126
Apr,1,Saturday,Honda,Urban,Wednesday,Apr,1,Female,Single,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6347,6,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1995,Collision,4508.178369
Dec,3,Friday,Pontiac,Urban,Friday,Dec,3,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6349,9,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision,2496.587036
Apr,2,Sunday,Honda,Urban,Wednesday,Apr,2,Male,Single,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6350,11,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,4758.594955
Apr,2,Tuesday,Chevrolet,Urban,Tuesday,Apr,3,Male,Married,56,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6351,5,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils,3812.255924
Jul,3,Saturday,Honda,Urban,Tuesday,Jul,3,Male,Married,50,Third Party,Sedan - Liability,Sport,20000 to 29000,0,6352,1,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability,2533.308201
Sep,4,Sunday,Mazda,Urban,Friday,Sep,5,Male,Single,80,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6353,10,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1995,Liability,44357.79446
Dec,1,Saturday,Toyota,Rural,Tuesday,Dec,1,Male,Married,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6354,15,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision,3616.923787
Dec,2,Wednesday,Chevrolet,Urban,Thursday,Dec,3,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6355,7,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,1903.304866
Dec,3,Tuesday,Ford,Urban,Wednesday,Dec,3,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6357,6,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,82440.20837
Dec,3,Friday,Pontiac,Urban,Tuesday,Dec,3,Male,Married,58,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,6359,10,400,1,more than 30,more than 30,more than 4,more than 7,51 to 65,Yes,No,External,more than 5,no change,1 vehicle,1995,Collision,74391.15305
Dec,2,Monday,Mazda,Urban,Monday,Dec,3,Male,Married,65,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6360,15,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Collision,8444.025589
Nov,3,Thursday,Honda,Urban,Friday,Dec,4,Male,Single,28,Policy Holder,Sport - Collision,Sport,more than 69000,0,6362,5,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,86532.672
Nov,2,Wednesday,Pontiac,Urban,Friday,Nov,2,Male,Single,18,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6363,4,400,2,more than 30,more than 30,none,2 years,21 to 25,No,No,External,3 to 5,no change,1 vehicle,1995,Collision,6187.216533
Jul,3,Saturday,Pontiac,Rural,Monday,Jul,3,Male,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6364,8,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability,33192.87143
Apr,2,Wednesday,Pontiac,Urban,Monday,May,1,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,6365,7,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils,5359.314237
Sep,2,Tuesday,Pontiac,Rural,Monday,Sep,4,Female,Single,27,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6366,8,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision,8125.579226
Feb,4,Monday,Toyota,Urban,Wednesday,Mar,1,Male,Single,33,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6367,14,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1995,Collision,3598.60308
Dec,3,Friday,Pontiac,Urban,Wednesday,Dec,4,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6368,1,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision,2467.875781
Dec,3,Saturday,Mazda,Urban,Tuesday,Dec,4,Male,Single,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6369,6,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,855.9144232
Jun,2,Wednesday,Chevrolet,Urban,Wednesday,Jun,2,Female,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6370,3,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability,15841.06111
Apr,3,Sunday,Pontiac,Rural,Monday,Apr,3,Male,Married,45,Third Party,Sedan - Collision,Sedan,less than 20000,0,6371,12,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,1 year,1 vehicle,1995,Collision,6372.62457
Feb,4,Thursday,Chevrolet,Urban,Monday,Feb,5,Male,Single,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,6374,14,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability,1025.799984
Jun,4,Friday,Pontiac,Urban,Monday,Jun,4,Male,Married,64,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,6375,6,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils,7155.748701
